brand,review_text,star_rating,sentiment,date
ASOS,"I can now understand why ASOS has such a low rating on Trustpilot – my recent experience reflects exactly why.

I was charged £3.95 for returns after being told my return rate is 74%, but this completely ignores the context. I had to place multiple orders for Christmas jumpers for my father because the sizing was inconsistent and incorrect. Like most customers, I cannot know how something will fit until it is tried on, especially with clothing and shoes.

What’s most frustrating is how this has been handled. I attempted to raise a complaint and found it very difficult to get through on live chat. I was given a reference number (1206893), but when I tried to follow up via email, the message bounced back saying their mailbox was full and unable to accept messages.

After finally receiving a response from the escalations team, my situation was not properly considered. Instead, I was given a generic explanation of size guides and then told that any further emails on the matter would be closed without response.

This is not acceptable complaint handling. Customers should be able to raise concerns properly and have them fairly reviewed, especially when charges are being applied in situations outside of their control.

Due to this experience, I will not be shopping with ASOS again and will be raising this issue further with Citizens Advice.


UPDATE: It has now been several days and I have received no response from ASOS, either here or via email. I have already raised a complaint (ref 1206893) and made multiple attempts to resolve this, but have been unable to get a proper response. This only adds to my concerns about how customer complaints are handled.",1,Negative,2026-03-18
ASOS,"They have good items, modern, but pricey. The issue, however, is their customer service and there processes. They apparently have a business model that does not care about you once you have made payment.",1,Negative,2026-03-18
ASOS,"My order was split into two parcels and one of the parcels has never arrived. I have been in contact with customer care multiple times over the past three weeks and have repeatedly been told that an investigation has been raised. However, during subsequent chats I have been told that no investigation exists and the process has been restarted.The value of the missing item is significant and it is unacceptable that after three weeks there is still no resolution.

Under consumer law, as the retailer you remain responsible for the delivery of the goods until they reach the customer. As the item has not been delivered, I am requesting a full refund immediately.",1,Negative,2026-03-18
ASOS,"ASOS is a fraud and their customer service is non-existent. I made a few returns and have not received my funds back. I basically lost money and when contacting their customer service all I speak to is AI as no real human being seems to be there anymore. No resolution provided and no money back for the returned items. It's a fraud website, beware from buying clothes there. If you return you might not get money. No email address provided where I can send my complaint and AI on their customer service chat is useless. So disappointed and feel helpless. I'm looking for legal steps I can take to get help.",1,Negative,2026-03-17
ASOS,"Wish I could rate lower than one star!
Received a faulty item, the online chatbot is useless, they then offer to put you through to a person - well what a joke that is!
No issue with sending my item back, it’s the sheer lack of customer service and offer of discount codes that don’t work on anything! 
Truly, shop elsewhere as this company is a joke!",1,Negative,2026-03-17
ASOS,"ASOS customer service refuses to provide anything close to customer service. 

Not only do they refuse to offer any phone support (I’m dyslexic and struggle with communicating through  also due to a neurological disorder) for a reasonable adjustment meaning they’re in violation of the 2010 Equalities Act. They don’t care about disabled people. 

Trying to talk to them I was on their awful chat portal for well over an hour, explaining or trying to explain over and over, when I finally got through to a supervisor (I had an issue with items for a funeral that were supposed to be delivered for a week, got confirmed lost the day before I leave), I waited a while - they copy pasted the same message to me three times over and then the next thing I know they said a specialist team would email me. 

Super unhelpful.",1,Negative,2026-03-17
ASOS,Pathetic customer service and the chat box ai thing is a waste of a consumers time and the agents don’t reply on the chat..ignore u! Will never use asos again!!! Pathetic!!!,1,Negative,2026-03-17
ASOS,"I’m honestly so upset and disappointed with this company. I returned a pair of shorts that were not worn, yet they’ve falsely claimed they were “heavily worn” and refused to refund me. Even after escalating this to management ( which took two weeks just to respond) they still dismissed my case.

The shorts sent back to me are clearly in perfect condition, aside from a stitching fault which is obviously a manufacturing issue. The photo they provided allegedly showing a mark is completely misleading - when I received the item back, there was no mark at all. This raises serious concerns about their returns checks.

I am a single parent already struggling financially. I used Klarna to responsibly manage payments for an occasion, only keeping what I needed and returning the rest. Because of their refusal to refund, I’ve now been left unable to cover essential bills.

This has caused me so much stress and has genuinely affected my mental health due to not being able to pay bills.

I would strongly advise others to think twice before ordering from this company. Based on my experience, their returns process is unreliable and their customer service is extremely disappointing.

I honestly will never order from ASOS again and my family and friends have said the same, and I will be advising everyone I know to do the same.",1,Negative,2026-03-17
ASOS,"My parcel arrived damaged and was missing 2 items. When I requested a refund for the missing items, they closed my account for ""suspicious activity"". I contacted customer service and they were of no help. 

Before that, I ordered a bag and a t-shirt and they sent me two of the same t-shirts and no bag. People wouldn't have to make refund claims if they packed the orders correctly. The lack of accountability from them is outstanding.",2,Negative,2026-03-17
ASOS,I bought an expensive pair of shoes and a few hours after they were 20% off they refused to give me a price adjustment or cancel my order to led me to rebuy them and return the full price ones once I receive them and would refund me 20 days later!! I feel like they track what people put in their carts this has halftime so many people I know!,1,Negative,2026-03-17
ASOS,"Scammers. Closing my account for no reason, after i reached out regarding a missing item in my package.",1,Negative,2026-03-17
ASOS,"I rarely leave reviews, but this experience genuinely forced me to.

I ordered a pair of Fred Perry shoes which arrived in perfect condition. The issue is that they did not fit, and due to circumstances I was only able to properly try them after the standard 14-day return period.

The shoes are completely new – only tried on indoors, no wear, no damage, fully resellable. Despite this, ASOS refuses to provide any solution and continues to respond with what appear to be automated or scripted messages.

What is most frustrating is not even the policy itself, but the complete lack of flexibility or human consideration in a situation where a reasonable exception would cost them nothing, yet makes a huge difference for the customer.

I have contacted support multiple times and have not received any real assistance – only repeated generic responses. This gives the impression that customer satisfaction is not actually a priority once the purchase has been completed.

It is disappointing to see a company of this size handle such a straightforward situation in this way. I hope someone from ASOS reviews this properly and resolves it, because right now this reflects very poorly on their customer service.",1,Negative,2026-03-17
ASOS,"Have ring doorbell footage of the parcel not being left, they issued a replacement without my consent, I needed the items next day, hence why I also paid for the premier delivery. The refund email telling me it’s processed is nowhere to be seen. I used to shop here relentlessly, it was my go to shop online. Stay well clear, returns are monitored, and they keep your money and the customer service is terrible.",1,Negative,2026-03-17
ASOS,Painful to deal with if you need to return a faulty item. Still waiting for a refund since the beginning of January. No one to talk to and the Ai chat is shockingly bad. No idea how to even escalate this as I’m just waisting my own time.,1,Negative,2026-03-17
ASOS,"ASOS confirmed they received my returned items, yet I’m now being chased by debt collectors for them.

This has been ongoing since June of last year, despite multiple attempts to resolve it.

I’ve raised complaints and even sent a formal legal letter with no response or resolution from ASOS.

This is now putting my credit file at risk, despite ASOS acknowledging they have the goods.

A really disappointing experience. I’d strongly recommend being cautious when ordering multiple items or using Klarna with ASOS.

ASOS - please resolve this urgently.",1,Negative,2026-03-17
ASOS,"Unless you are actually in the UK, don't buy from here, the hidden fees for import duties are ridiculous, you'll basically be paying double what they claim in shipping, even when they claim that it's free shipping (it's really not).",1,Negative,2026-03-17
ASOS,"I’m extremely disappointed with the way ASOS has handled a quality issue with one of their own products.

I purchased a pair of boots from the ASOS Design range at the beginning of December. Within less than two months of normal wear, both soles had completely split, which is clearly a quality issue.

I contacted customer service via chat and was asked to send photos, which I did. After reviewing them, I was instructed to send the boots back to ASOS for inspection and was provided with a shipping label. This was not a return request from me – I was simply following their instructions so they could assess the fault.

About a week after sending them back, I received an automated email saying my “return” had been rejected because it was outside the return period. This made no sense given the boots were sent back specifically for inspection after a complaint about their quality.

I contacted customer service again to explain the situation. Initially I received generic responses repeating the automated message. On my third attempt, I was told the issue had been escalated and that someone would contact me within 24–48 hours.

No one ever contacted me.

Instead, about a week later the broken boots simply turned up back in the post with no explanation, no resolution, and no communication at all.

I have since tried to contact ASOS again, but each time there appears to be no record of my previous conversations, meaning I have had to explain the situation over and over again. After the fifth attempt, I have now given up.

For a company the size of ASOS, this level of customer service is incredibly frustrating. The product quality was poor, but the complete lack of follow-up or accountability has been even more disappointing.

I hope someone at ASOS can review this and finally resolve the issue.",1,Negative,2026-03-16
ASOS,What have ASOS done to their customer service... They infuriate you with AI that sends you round in loops and then I had 2 separate 'live' people be rude and completely unhelpful and lie to me about a mistake ASOS made sending to the wrong address. Telling me I should simply go collect it from another part of the country. They said it's policy to send it bac to the default delivery address.. but they didn't! They sent it to an old billing address that I now cannot get to.,1,Negative,2026-03-16
ASOS,"Essentially robbed me of £65
It's a shame, I used to buy from here somewhat often. 
To boil it down; I made a return but they wiped the items status as 'returned' from my account/app.
I had the return label they generated and proof of postage / delivery etc. 

When going through support I found out that they've completely gotten rid of their customer support and left a useless chatbot in place... I'm still in disbelief, (what the f are they thinking??)
This chat bot obviously can't help me with processing a refund. It still tries to forward me onto a human, but there's no one on the other end. 

I'm never buying here again.",1,Negative,2026-03-16
ASOS,"Asos stole my money. Back in November I purchased some Adidas shorts from Asos. I never received the shorts, I received some random socks instead. I asked Asos rep what to do, they told me to return the socks to Adidas and stick a piece of paper in the parcel explaining what happened (Already something I shouldn't have to spend time doing, as this is not my error, they should have contacted their brand partner to look into/solve issue!). Anyways I did what Asos rep told me, then received an email from Adidas asking what the socks are about (as if I hadn't explained in the piece of paper). Despite me explaining clearly they have totally lost trace and me as the customer is now having to carry the consequences of this unsuccessful brand partnership and appalling logistical operations!

Months down the line, I haven't got the shorts or a refund for the shorts!!! Asos now tells me unless I have the postage receipt from the socks they cannot help me - despite Adidas acknowledging they received the socks in an email, with order number and everything!!!! I obviously did not keep safe my postage receipt months after I got confirmation of its safe arrival! 

I should also mention both customer service departments are incredibly incompetent, sending me incoherent responses that aren't relevant to what I'm saying, Asos says ""We need proof of postage so we can check if we received it in our warehouse"" to me saying ""You told me to send it to Adidas, so you won't receive it in your warehouse!"", while Adidas sends me an email advising what to with the customer (me!) and taking to me like i'm the Asos rep. 
And what is to happen to my £49 while neither company can get themselves in gear???? Absolutely appalling",1,Negative,2026-03-16
ASOS,The customer service of Asos is the worst of all! They are not helping and they wont listen. Even if i aks for an email adress to file a complaint they wont give it. Wow really ridiculous.,1,Negative,2026-03-16
ASOS,"Ordered 16 pair of pants only 12 arrived. Started a chat with customer service, where they apologized and arrange to send me the 4 missing pants. After 20 minutes I receive a confirmation for refund. Started a new chat where all items all the sudden were out of stock. They weren't willing to help and kept blaming everything on human errors. The customer service also felt AI generated due to every sentence ending with: I'm here to support you, can I do anything else.",1,Negative,2026-03-16
ASOS,"This is the second time I’ve had the worst online shopping experience with ASOS. They obviously have technical problems. The first time they sent me the wrong sizes, and the second time the entire package was delivered incorrectly. Despite contacting customer support and asking them not to charge me for their mistakes, I had to pay the full shipping and return costs both times.

Nearly €7 for nothing – just to pay for their errors. I’m deleting the app and I never want to hear about them again.",1,Negative,2026-03-16
ASOS,I used to order from ASOS all the time. Never had any issues whatsoever even with returns. They are using a delivery service called GOFO which is a total scam company. I placed an order I was home all day I received an email that said my package was delivered My door will never ring I went outside there was no package anywhere. I contacted ASOS they told me I need to take it up with the delivery service because they have confirmation that my package was delivered It was a photo of the front of my house with my address and a picture of the package well let me tell you something We were outside all day nobody ever came. It's very easy to get a photo of an address and place a picture through AI. It didn't just happen once it happened twice. Who delivers a package and doesn't bring it to the door. Every other company does that's because the package never showed up. You're afraid of me the delivery service told me to take it up with ASOS and vice versa. So I'm out $125. I will never order from this company again...,1,Negative,2026-03-15
ASOS,"I’m very disappointed with my recent experience with ASOS customer service.

I have been a loyal ASOS customer for many years and have placed many orders with them. Because of this, I was really surprised by how my situation was handled. I missed the return window because I didn’t realise that the return policy had changed from 30 days to 14 days. Since ASOS had a longer return period before, this change unfortunately caught me by surprise.

I contacted customer service hoping that a small one-time exception could be made, especially as a long-time customer. However, they refused to help or offer any flexibility. What makes this even more frustrating is that I’ve seen reviews here from other customers who said they were helped with returns even after the return period had passed.

I completely understand that companies have policies, but good customer service should also consider loyal customers and individual situations. This experience has honestly made me reconsider ordering from ASOS in the future.

I hope ASOS can review my case again and show the kind of customer care that many people expect from such a large company.",1,Negative,2026-03-15
ASOS,Really bad delivery service. The company lies and says they tried to deliver but they did not. Automatically returned to asos and still waiting for a refund. First and last time I will order from this joke of a company.,1,Negative,2026-03-15
ASOS,"Mrs ordered a lot of items from Asos having used them many times before. Long story short, after a big order there was £1,200 to return whilst the rest were being kept! Items went into the returns locker and confirmation received including the fact that a day or two later they had received the return! Money didnt come back, painful process of contacting them only for Asos to say they didnt receive the items? Having proved the return was complete including their acceptance notice and warehouse confirming the return, they refused the refund. It was an easy case through the bank who refunded and collected the money immediately. Asos had confirmed the return and signed by the warehouse, so the bank easily used this and case closed. Bottom line, after years of being a customer, never again! They are dishonest, scammers, liars, simple as that! Never again you dishonest untrustworthy company! Shame on you!",1,Negative,2026-03-15
ASOS,"I received two packages and wanted to return them. I contacted customer service and sent them back, but after 15 days there was still no refund. I reached out again but got no resolution.

After a full month, I contacted them once more and still hadn’t received my money back as promised.

Very disappointing experience. The refund process seems completely disorganized, and I never received the money I was told I would get.

Also it takes 20+ minutes for them to connect you to a human agent…",1,Negative,2026-03-15
ASOS,"If I could I’d rether give it non star!
 The worst customer service and after-sales support! They don't solve any problems at all! I didn't receive the goods. The courier company sent an email saying it was automatically returned to ASOS, but I still haven't received a refund after a month! No one from after-sales has solved the problem.",1,Negative,2026-03-15
ASOS,"Don’t buy at ASOS. My order came 5 days later than planned, meaning i could not take it with me on vacation. Then the costumer service expected me to register the return during that period so it met the 14 day registration period. i could not try the clothes since i was away. so how do they expect me to register a return? well, they say, i should have done it just to comply with the rule even i later decided to keep the items. this makes no sense at all. they did not offer me a solution. the worst costumer service i have ever had in my life. i spent 1 h chatting with them for nothing.",1,Negative,2026-03-14
ASOS,Bad quality. ASOS is not what it used to be 5 years ago.,2,Negative,2026-03-14
ASOS,"Asos always fails to deliver next day yet charges £5.95 for it. They’ve switched from evri to Royal Mail meaning they can’t be delivering past certain hours either. This is the 2nd time my order hasn’t arrived on time, they’ve done what every other business has done and replaced human contact with AI so I’m constantly waiting for an agent and unable to get my refund. Delivery service and customer service has not improved and not up to standards.",1,Negative,2026-03-14
ASOS,"Tried to return an item that didn't fit and was told it was reject as it was worn! It is impossible to challenge this was basically told, decision is final. This is disgusting!",1,Negative,2026-03-14
ASOS,I was a loyal customer for years always paid on time and most of the time so happy with my purchases. On multiple occasions I was missing items or had things damaged don’t know if that was from asos or delivery drivers always sent photos of how parcels would arrive sometimes in a box that was barely holding together I have heard this happen to other people aswell. Then with no reason given had my account blocked like I’ve done something wrong when I haven’t clearly and now can’t use asos have tried to ask why and to sort this and no help what so ever so am currently seeking legal advice as I had over £100 in vouchers on there I never got to use that they have no right to keep from me!! I have heard so much negativity about asos over the last couple of years gone down hill etc. I just want my account reopened and an apology or my vouchers of the money sent to me and be done with the company as it’s beyond wrong!!!,1,Negative,2026-03-14
ASOS,"I have really bad experience with the customer service chat(?) I have problems with my refund and spent almost 2 hours just for them to ended my chat, such a shame",1,Negative,2026-03-13
ASOS,"Do not buy from Asos if you are a VOEC member country!!! They forget the VOEC number and you end up having to pay VAT/taxes twice. First to asos and then to local customs. Asos is trying to blame this on fedex and customs, but they are forced to declare the package as long as VOEC number is missing. Meaning asos has charged me for meaningless VAT, im charged twice!! And they refuse to take accountability and refund me",1,Negative,2026-03-13
ASOS,"I’m genuinely shocked at the negativity. I don’t often come on here to leave reviews, but I ordered some shoes by mistake and the refund was processed so quickly, including postage. Very efficient and smooth customer service. I’ve not had any delivery issues either, always on time. Thank you ASOS 😊",5,Positive,2026-03-13
ASOS,"ASOS has some beautiful clothes and I’ve ordered from them many times, but the sizing is completely inconsistent. I usually wear a size 12 and that’s what my measurements are, yet when I order a 12 it can arrive either far too small or far too big. I’ve even tried ordering a 14 to compensate, but again it’s either too tight or way too loose. There seems to be no consistency at all.

Because of this, I’ve had to return multiple items, and now I’m being penalised for it. I’m being charged for returns and my delivery times have been extended. My most recent order was placed on Monday with the promise “order within the next 4 hours for next day delivery,” but now it’s taking 7 days. The items I ordered for my birthday will arrive after my birthday, so they’ll just be sent straight back.

It’s really disappointing because the clothes themselves are lovely, but the unreliable sizing and new return policies make it very difficult to shop with confidence. Sadly, I’ll be closing my account after this experience. Not that it will matter to a company this size, but ASOS really needs to do better with their sizing consistency.",2,Negative,2026-03-13
ASOS,"Terrible customer service and misleading website. 2 product pages exactly the same but different prices. Didn’t have my size showing on one so purchased them from the more expensive one but reached to customer service was promised a refund of the difference if I decided to keep the item after going round and round in circles with them, I was told to reach back out if I do with the chat reference number, I did they promised a refund after going round and round in circles after having to explain the situation again (I took a screenshot) they said they were passing me onto another team and the team was challenging me and going round and round in circles again and wouldn’t give me the refund despite being promised it was being processed and now not responding to my emails. Terrible customer service",1,Negative,2026-03-13
ASOS,"What a SHOCKING experience this was, DO NOT WASTE YIUR MONEY. If there is a problem with your delivery don’t bother trying to speak to someone because you will get nowhere they just kick you off the chat or speak to a robot",1,Negative,2026-03-12
ASOS,"I ordered a pair of Kurt Geiger boots from Asos - order date: Wednesday 28 January 2026. They were too big, so I wanted to returned them.  The advice on the Asos' website was that the boots should be returned directly to the relevant brand partner, in this case Kurt Geiger. I used the return label enclosed in the package for collection by Evri to return the boots to Kurt Geiger. The boots were collected by Evri on 4th Feb (I have Evri tracking number and email confirming collection and recepient). As I heard nothing and there was no refund, I contacted Asos. The response was hugely disappointing – having exchanged several messages and provideed all requirede evidence, including an email from Evri confirming the collection and the recepient, I was asked the same prescripted questions again and again with no indication of moving forward. As a customer, it is not my responsibility to act as a messenger between Asos and their brand partner Kurt Geiger. As far as I am concerned, the payment went to Asos, so the return should be refunded by Asos. It is entirely their business how they arrange their business relationship with Kurt Geiger.",1,Negative,2026-03-12
ASOS,"I ordered a dress from the website and received a confirmation for the order. The next day, I wake up with an email saying my order was cancelled and my account was closed and blocked, because it didn't pass their security checks. I was very confused as the account was new and, from my perspective, had all the necessary info and didn't have anything concerning. I tried contacting their costumer support, which was another issue, as they only have an AI chat that every once in a while connects to an assistant (couldnt really tell if the assistants were human though), creating a confusing chat experience. After some back and forth, they told me I would receive an email for further guidance. Well, the email I received just said, again, that they decided to keep my account closed and blocked without explaining to me why that was. The Asos website does have a lot of good looking clothes, but honestly this first interaction is disappoiting and it's making me not want to try ordering again in the future.",1,Negative,2026-03-12
ASOS,I have still not received or been refunded by this company after over a month,1,Negative,2026-03-12
ASOS,Can't contact company about a return I made,1,Negative,2026-03-12
ASOS,"ASOS sent me an item that was incorrectly described on their app. The product listing stated that the material was 95% cotton, but the item I received is 92% polyester, as clearly stated on the packaging.

This is not a subjective issue or something that needs investigation. It’s a straightforward factual error in the product description. I sent customer service the product title from their app and a photo of the packaging showing the correct material composition.

Despite this, I’m expected to pay a “fast gebyr” (fixed return fee) and spend time sending the item back. Customer service then says they will “help me further” regarding the return shipping costs.

I should not have to pay to return an item when the retailer’s own description is wrong. In fact, I shouldn’t have to spend time dealing with a return at all when the mistake is entirely on their side.

It’s not even an expensive item. They could simply refund it. I specifically checked the product description before ordering because I don’t want polyester underwear. If the description had been accurate, I would never have bought it.

Very disappointing handling of a simple issue. This was my first purchase from ASOS (using a gift voucher), and I’m unimpressed.",1,Negative,2026-03-11
ASOS,"One of the worst customer services I’ve encountered, for such a massive company it’s shocking, their courier delivered my parcel to the wrong address and I was unable to get it , I told them this on the online chat as thats their only way of contacting them, each time I tried to tell them about my case several Times I wasn’t even able to get through to a real life agent, and when I did manage to get through the agents took several minutes between each reply and then cut the chat off each time, so I’m out of pocket .. disgusting",1,Negative,2026-03-11
